Reservation_ID,Payment,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan
RES-01216,UPI,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard
RES-01217,card,"₹ 1,200 /day",BOGUS99,60.0,1260.0,premium
RES-01218,upi,1000/day,DISC15,50.0,1050.0,premium
RES-01219,Card,₹1500/day,,75.0,1575.0,standard
RES-01220,Card,1200,DISC15,60.0,1260.0,standard
RES-01221,wallet,₹1200/day,DISC15,60.0,1260.0,eco
RES-01222,wallet,2500/day,DISC15,,2625.0,standard
RES-01223,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,premium
RES-01224,Card,"₹ 1,200 /day",BOGUS99,60.0,1260.0,premium
RES-01225,upi,₹1000/day,,50.0,1050.0,premium
RES-01226,Card,2000/day,DISC15,100.0,2100.0,standard
RES-01227,card,1200,,60.0,1260.0,eco
RES-01228,upi,₹3000/day,DISC15,150.0,3150.0,eco
RES-01229,cash,2000/day,SAVE10,100.0,2100.0,standard
RES-01230,UPI,₹ 800 /day,,40.0,840.0,premium
RES-01231,wallet,₹1500/day,DISC15,75.0,1575.0,premium
RES-01232,cash,1000,SAVE10,50.0,1050.0,premium
RES-01233,UPI,1200,,60.0,1260.0,eco
RES-01234,card,"₹ 1,500 /day",DISC15,75.0,1575.0,eco
RES-01235,UPI,3000,DISC15,150.0,3150.0,eco
RES-01236,upi,1500/day,DISC15,75.0,1575.0,eco
RES-01237,card,1000/day,DISC15,50.0,1050.0,standard
RES-01238,Card,1500/day,SAVE10,75.0,1575.0,premium
RES-01239,cash,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-01240,wallet,1000,SAVE10,50.0,1050.0,premium
RES-01241,upi,₹800/day,SAVE10,40.0,840.0,standard
RES-01242,wallet,2000,DISC15,100.0,2100.0,eco
RES-01243,UPI,₹ 800 /day,DISC15,40.0,840.0,eco
RES-01244,wallet,1000/day,BOGUS99,,1050.0,eco
RES-01245,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco
RES-01246,cash,₹1500/day,,75.0,1575.0,eco
RES-01247,Card,"₹ 1,500 /day",,75.0,1575.0,standard
RES-01248,upi,800/day,DISC15,40.0,840.0,premium
RES-01249,wallet,₹3000/day,DISC15,150.0,3150.0,premium
RES-01250,UPI,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium
RES-01251,wallet,2500/day,DISC15,125.0,2625.0,eco
RES-01252,UPI,1200,,60.0,1260.0,standard
RES-01253,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-01254,UPI,800,,40.0,840.0,eco
RES-01255,wallet,1000/day,DISC15,50.0,1050.0,premium
RES-01256,card,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-01257,card,₹2000/day,,100.0,2100.0,standard
RES-01258,UPI,₹1000/day,,50.0,1050.0,standard
RES-01259,UPI,1200/day,DISC15,60.0,1260.0,standard
RES-01260,wallet,₹1200/day,SAVE10,60.0,1260.0,eco
RES-01261,cash,"₹ 1,500 /day",,75.0,1575.0,premium
RES-01262,wallet,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-01263,cash,1500/day,SAVE10,75.0,1575.0,eco
RES-01264,card,3000/day,SAVE10,,3150.0,eco
RES-01265,Card,1200/day,BOGUS99,60.0,1260.0,eco
RES-01266,upi,2000,SAVE10,100.0,2100.0,standard
RES-01267,upi,₹2500/day,,125.0,2625.0,premium
RES-01268,card,₹800/day,BOGUS99,40.0,840.0,eco
RES-01269,Card,1200/day,SAVE10,60.0,1260.0,standard
RES-01270,cash,3000,,150.0,3150.0,standard
RES-01271,cash,₹3000/day,DISC15,150.0,3150.0,standard
RES-01272,Card,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01273,UPI,3000,BOGUS99,150.0,3150.0,premium
RES-01274,card,1200,DISC15,,1260.0,eco
RES-01275,wallet,"₹ 1,200 /day",SAVE10,60.0,1260.0,eco
RES-01276,Card,3000/day,,150.0,3150.0,standard
RES-01277,Card,₹1000/day,,50.0,1050.0,standard
RES-01278,upi,3000,SAVE10,150.0,3150.0,premium
RES-01279,UPI,2500/day,SAVE10,125.0,2625.0,standard
RES-01280,upi,2500/day,BOGUS99,125.0,2625.0,premium
RES-01281,upi,800,SAVE10,40.0,840.0,eco
RES-01282,cash,₹2500/day,DISC15,125.0,2625.0,eco
RES-01283,card,"₹ 1,200 /day",,60.0,1260.0,premium
RES-01284,cash,2500,,125.0,2625.0,eco
RES-01285,Card,₹1500/day,SAVE10,75.0,1575.0,eco
RES-01286,Card,3000,BOGUS99,150.0,3150.0,premium
RES-01287,card,₹2500/day,BOGUS99,,2625.0,standard
RES-01288,upi,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-01289,card,1000/day,DISC15,50.0,1050.0,standard
RES-01290,UPI,2000,DISC15,,2100.0,premium
RES-01291,cash,1500/day,,,1575.0,eco
RES-01292,UPI,3000/day,DISC15,150.0,3150.0,eco
RES-01293,upi,1500,SAVE10,75.0,1575.0,premium
RES-01294,card,"₹ 2,000 /day",,100.0,2100.0,premium
RES-01295,upi,₹800/day,DISC15,40.0,840.0,eco
RES-01296,wallet,800/day,BOGUS99,40.0,840.0,standard
RES-01297,Card,₹1500/day,BOGUS99,,1575.0,standard
RES-01298,wallet,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-01299,wallet,"₹ 1,000 /day",BOGUS99,,1050.0,premium
RES-01300,cash,₹1500/day,BOGUS99,,1575.0,standard
RES-01301,cash,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-01302,card,₹1200/day,BOGUS99,,1260.0,eco
RES-01303,upi,3000,DISC15,150.0,3150.0,eco
RES-01304,upi,₹2000/day,,100.0,2100.0,eco
RES-01305,UPI,1200/day,BOGUS99,,1260.0,eco
RES-01306,card,₹800/day,,40.0,840.0,premium
RES-01307,wallet,800,SAVE10,40.0,840.0,premium
RES-01308,UPI,1000,BOGUS99,50.0,1050.0,premium
RES-01309,Card,₹3000/day,SAVE10,150.0,3150.0,premium
RES-01310,UPI,800/day,,40.0,840.0,standard
RES-01311,card,"₹ 2,000 /day",,100.0,2100.0,standard
RES-01312,cash,1200/day,,60.0,1260.0,eco
RES-01313,upi,₹800/day,DISC15,40.0,840.0,eco
RES-01314,cash,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-01315,upi,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-01316,UPI,1500,SAVE10,,1575.0,premium
RES-01317,Card,3000,BOGUS99,150.0,3150.0,standard
RES-01318,wallet,₹1000/day,SAVE10,50.0,1050.0,eco
RES-01319,wallet,₹2500/day,,125.0,2625.0,standard
RES-01320,upi,2000/day,SAVE10,100.0,2100.0,premium
RES-01321,Card,3000/day,DISC15,150.0,3150.0,standard
RES-01322,UPI,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-01323,cash,₹3000/day,BOGUS99,150.0,3150.0,standard
RES-01324,upi,3000,DISC15,,3150.0,eco
RES-01325,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-01326,UPI,1500/day,SAVE10,75.0,1575.0,eco
RES-01327,upi,₹800/day,SAVE10,40.0,840.0,eco
RES-01328,upi,3000/day,,150.0,3150.0,premium
RES-01329,wallet,2000/day,,100.0,2100.0,eco
RES-01330,cash,₹3000/day,,,3150.0,premium
RES-01331,UPI,₹1000/day,SAVE10,,1050.0,eco
RES-01332,UPI,₹ 800 /day,DISC15,40.0,840.0,standard
RES-01333,cash,"₹ 2,500 /day",,125.0,2625.0,eco
RES-01334,cash,3000/day,BOGUS99,150.0,3150.0,standard
RES-01335,cash,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-01336,wallet,₹1000/day,SAVE10,50.0,1050.0,standard
RES-01337,UPI,₹ 800 /day,,40.0,840.0,premium
RES-01338,wallet,800,,40.0,840.0,premium
RES-01339,Card,₹1200/day,BOGUS99,60.0,1260.0,standard
RES-01340,card,1500,SAVE10,75.0,1575.0,standard
RES-01341,upi,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-01342,UPI,₹1500/day,DISC15,75.0,1575.0,standard
RES-01343,Card,1200,SAVE10,60.0,1260.0,eco
RES-01344,Card,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01345,upi,2500/day,,125.0,2625.0,premium
RES-01346,cash,1200/day,,60.0,1260.0,eco
RES-01347,wallet,1000,,50.0,1050.0,standard
RES-01348,upi,2000,SAVE10,,2100.0,premium
RES-01349,cash,₹1500/day,DISC15,75.0,1575.0,premium
RES-01350,card,2000/day,DISC15,100.0,2100.0,standard
RES-01351,cash,"₹ 2,500 /day",,125.0,2625.0,premium
RES-01352,UPI,2000,DISC15,100.0,2100.0,eco
RES-01353,upi,3000/day,SAVE10,150.0,3150.0,eco
RES-01354,UPI,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-01355,Card,1000/day,SAVE10,50.0,1050.0,standard
RES-01356,cash,2500/day,SAVE10,125.0,2625.0,premium
RES-01357,Card,2000,BOGUS99,100.0,2100.0,standard
RES-01358,card,₹800/day,SAVE10,,840.0,standard
RES-01359,Card,2000/day,BOGUS99,,2100.0,standard
RES-01360,wallet,1000/day,BOGUS99,,1050.0,eco
RES-01361,wallet,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-01362,UPI,₹800/day,SAVE10,40.0,840.0,eco
RES-01363,upi,"₹ 1,200 /day",DISC15,60.0,1260.0,standard
RES-01364,card,₹3000/day,BOGUS99,150.0,3150.0,premium
RES-01365,Card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-01366,UPI,1000/day,,,1050.0,standard
RES-01367,UPI,2500/day,DISC15,125.0,2625.0,premium
RES-01368,card,₹1500/day,SAVE10,75.0,1575.0,eco
RES-01369,wallet,2000,DISC15,100.0,2100.0,eco
RES-01370,Card,1500,BOGUS99,,1575.0,eco
RES-01371,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-01372,Card,₹1200/day,DISC15,60.0,1260.0,premium
RES-01373,Card,2000/day,,100.0,2100.0,standard
RES-01374,cash,1500,,75.0,1575.0,eco
RES-01375,upi,2500/day,SAVE10,125.0,2625.0,standard
RES-01376,upi,"₹ 1,500 /day",,75.0,1575.0,eco
RES-01377,card,800/day,,40.0,840.0,premium
RES-01378,upi,1500/day,,75.0,1575.0,standard
RES-01379,UPI,1200/day,BOGUS99,60.0,1260.0,premium
RES-01380,upi,₹ 800 /day,DISC15,40.0,840.0,eco
RES-01381,UPI,1200,BOGUS99,60.0,1260.0,standard
RES-01382,upi,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-01383,card,3000,SAVE10,,3150.0,premium
RES-01384,upi,"₹ 2,500 /day",,125.0,2625.0,standard
RES-01385,wallet,3000,DISC15,150.0,3150.0,premium
RES-01386,upi,"₹ 1,200 /day",,60.0,1260.0,standard
RES-01387,card,"₹ 3,000 /day",,150.0,3150.0,standard
RES-01388,UPI,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-01389,Card,2000,DISC15,100.0,2100.0,premium
RES-01390,UPI,1200/day,BOGUS99,60.0,1260.0,premium
RES-01391,cash,₹1200/day,SAVE10,60.0,1260.0,premium
RES-01392,card,₹ 800 /day,BOGUS99,40.0,840.0,premium
RES-01393,wallet,3000,,,3150.0,premium
RES-01394,upi,"₹ 2,000 /day",,100.0,2100.0,premium
RES-01395,UPI,3000,BOGUS99,,3150.0,premium
RES-01396,wallet,800/day,,40.0,840.0,eco
RES-01397,upi,₹1200/day,,60.0,1260.0,premium
RES-01398,card,2500,,,2625.0,premium
RES-01399,cash,1500/day,BOGUS99,,1575.0,eco
RES-01400,upi,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01401,UPI,"₹ 2,000 /day",,100.0,2100.0,premium
RES-01402,wallet,1200/day,BOGUS99,60.0,1260.0,premium
RES-01403,card,2000,,100.0,2100.0,premium
RES-01404,upi,₹1000/day,SAVE10,50.0,1050.0,standard
RES-01405,card,3000,,150.0,3150.0,eco
RES-01406,upi,1500,DISC15,75.0,1575.0,premium
RES-01407,card,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-01408,upi,800,DISC15,,840.0,standard
RES-01409,wallet,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium
RES-01410,card,₹2000/day,SAVE10,100.0,2100.0,eco
RES-01411,cash,₹800/day,,40.0,840.0,eco
RES-01412,cash,"₹ 2,500 /day",DISC15,125.0,2625.0,premium
RES-01413,cash,₹1500/day,BOGUS99,75.0,1575.0,premium
RES-01414,upi,₹2000/day,SAVE10,,2100.0,premium
RES-01415,UPI,1200/day,SAVE10,,1260.0,eco
RES-01416,wallet,"₹ 1,000 /day",,,1050.0,premium
RES-01417,cash,₹ 800 /day,,40.0,840.0,standard
RES-01418,wallet,2500,SAVE10,125.0,2625.0,eco
RES-01419,cash,1500,DISC15,,1575.0,premium
RES-01420,Card,1500,,75.0,1575.0,standard
RES-01421,card,2500/day,SAVE10,125.0,2625.0,premium
RES-01422,Card,₹1000/day,,50.0,1050.0,premium
RES-01423,Card,₹3000/day,BOGUS99,150.0,3150.0,standard
RES-01424,Card,"₹ 2,000 /day",,100.0,2100.0,standard
RES-01425,upi,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-01426,card,₹1000/day,SAVE10,50.0,1050.0,premium
RES-01427,card,3000/day,BOGUS99,150.0,3150.0,eco
RES-01428,UPI,₹800/day,BOGUS99,40.0,840.0,premium
RES-01429,UPI,"₹ 1,200 /day",,,1260.0,standard
RES-01430,Card,1500,DISC15,75.0,1575.0,premium
RES-01431,card,1500,SAVE10,75.0,1575.0,eco
RES-01432,UPI,2500,,125.0,2625.0,eco
RES-01433,UPI,₹ 800 /day,,40.0,840.0,standard
RES-01434,UPI,2000,SAVE10,100.0,2100.0,premium
RES-01435,upi,800/day,SAVE10,40.0,840.0,premium
RES-01436,Card,2000,DISC15,,2100.0,premium
RES-01437,wallet,800,SAVE10,40.0,840.0,premium
RES-01438,cash,₹800/day,DISC15,40.0,840.0,premium
RES-01439,card,₹800/day,DISC15,,840.0,standard
RES-01440,card,₹ 800 /day,,40.0,840.0,standard
RES-01441,UPI,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-01442,card,2500/day,SAVE10,125.0,2625.0,premium
RES-01443,Card,₹1200/day,DISC15,60.0,1260.0,standard
RES-01444,card,₹800/day,DISC15,40.0,840.0,standard
RES-01445,Card,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-01446,wallet,2000,BOGUS99,100.0,2100.0,eco
RES-01447,upi,2000,DISC15,100.0,2100.0,premium
RES-01448,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-01449,card,₹800/day,BOGUS99,40.0,840.0,standard
RES-01450,wallet,3000/day,,150.0,3150.0,standard
RES-01451,wallet,3000,DISC15,150.0,3150.0,standard
RES-01452,card,₹3000/day,DISC15,150.0,3150.0,eco
RES-01453,card,₹1500/day,DISC15,,1575.0,eco
RES-01454,cash,₹2000/day,DISC15,100.0,2100.0,eco
RES-01455,upi,₹1200/day,SAVE10,60.0,1260.0,premium
RES-01456,Card,2000,BOGUS99,100.0,2100.0,eco
RES-01457,card,1500,DISC15,75.0,1575.0,premium
RES-01458,UPI,3000,,150.0,3150.0,eco
RES-01459,wallet,800,DISC15,40.0,840.0,eco
RES-01460,UPI,2500,SAVE10,,2625.0,premium
RES-01461,Card,₹1500/day,BOGUS99,,1575.0,standard
RES-01462,card,1500/day,DISC15,75.0,1575.0,standard
RES-01463,Card,2000/day,SAVE10,100.0,2100.0,premium
RES-01464,UPI,₹800/day,DISC15,40.0,840.0,premium
RES-01465,UPI,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-01466,cash,800/day,BOGUS99,40.0,840.0,premium
RES-01467,Card,"₹ 2,500 /day",,125.0,2625.0,premium
RES-01468,cash,1200/day,SAVE10,60.0,1260.0,eco
RES-01469,Card,₹2000/day,DISC15,100.0,2100.0,standard
RES-01470,cash,₹1000/day,SAVE10,,1050.0,standard
RES-01471,wallet,2500/day,,125.0,2625.0,premium
RES-01472,card,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium
RES-01473,card,₹1500/day,SAVE10,75.0,1575.0,standard
RES-01474,wallet,800,DISC15,,840.0,eco
RES-01475,Card,₹2000/day,,100.0,2100.0,eco
RES-01476,upi,1200,,60.0,1260.0,eco
RES-01477,Card,800/day,BOGUS99,40.0,840.0,premium
RES-01478,UPI,"₹ 2,500 /day",BOGUS99,,2625.0,eco
RES-01479,wallet,₹2500/day,,125.0,2625.0,premium
RES-01480,upi,800,BOGUS99,40.0,840.0,eco
RES-01481,upi,₹2000/day,,100.0,2100.0,standard
RES-01482,upi,"₹ 1,000 /day",,,1050.0,eco
RES-01483,cash,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-01484,upi,1000/day,DISC15,,1050.0,eco
RES-01485,card,"₹ 1,500 /day",,,1575.0,premium
RES-01486,UPI,3000/day,DISC15,,3150.0,premium
RES-01487,Card,800/day,SAVE10,40.0,840.0,standard
RES-01488,cash,2000/day,BOGUS99,100.0,2100.0,premium
RES-01489,wallet,1200,BOGUS99,60.0,1260.0,standard
RES-01490,wallet,2000,DISC15,100.0,2100.0,standard
RES-01491,card,2000/day,BOGUS99,100.0,2100.0,premium
RES-01492,wallet,1200,,60.0,1260.0,standard
RES-01493,wallet,1000,BOGUS99,50.0,1050.0,standard
RES-01494,card,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01495,cash,"₹ 1,200 /day",,60.0,1260.0,premium
RES-01496,Card,800/day,SAVE10,40.0,840.0,premium
RES-01497,card,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium
RES-01498,Card,800,,40.0,840.0,standard
RES-01499,wallet,"₹ 2,000 /day",SAVE10,,2100.0,eco
RES-01500,Card,"₹ 1,500 /day",,75.0,1575.0,eco
RES-01501,wallet,1200/day,SAVE10,60.0,1260.0,eco
RES-01502,card,1200,DISC15,60.0,1260.0,eco
RES-01503,Card,₹1000/day,SAVE10,50.0,1050.0,eco
RES-01504,wallet,₹3000/day,SAVE10,150.0,3150.0,eco
RES-01505,Card,"₹ 1,000 /day",,50.0,1050.0,eco
RES-01506,upi,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard
RES-01507,card,"₹ 1,000 /day",DISC15,50.0,1050.0,eco
RES-01508,Card,1200/day,,60.0,1260.0,premium
RES-01509,Card,800,,40.0,840.0,standard
RES-01510,Card,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-01511,wallet,2000,BOGUS99,100.0,2100.0,premium
RES-01512,card,1000/day,SAVE10,,1050.0,standard
RES-01513,Card,1000,DISC15,50.0,1050.0,eco
RES-01514,Card,2500/day,SAVE10,125.0,2625.0,standard
RES-01515,Card,1500/day,DISC15,75.0,1575.0,standard
RES-01516,wallet,3000/day,,150.0,3150.0,standard
RES-01517,UPI,3000,BOGUS99,150.0,3150.0,standard
RES-01518,UPI,₹2000/day,,100.0,2100.0,premium
RES-01519,UPI,3000/day,DISC15,150.0,3150.0,standard
RES-01520,card,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium
RES-01521,wallet,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-01522,cash,1500/day,,75.0,1575.0,standard
RES-01523,wallet,1200/day,DISC15,60.0,1260.0,eco
RES-01524,cash,2500/day,,125.0,2625.0,premium
RES-01525,card,1200/day,BOGUS99,60.0,1260.0,premium
RES-01526,cash,2500/day,SAVE10,,2625.0,standard
RES-01527,UPI,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-01528,Card,1500,BOGUS99,75.0,1575.0,standard
RES-01529,wallet,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-01530,cash,₹3000/day,SAVE10,,3150.0,eco
RES-01531,Card,₹2000/day,,100.0,2100.0,premium
RES-01532,UPI,₹800/day,SAVE10,40.0,840.0,premium
RES-01533,cash,2500/day,DISC15,125.0,2625.0,eco
RES-01534,card,3000,,150.0,3150.0,standard
RES-01535,Card,₹ 800 /day,,,840.0,eco
RES-01536,cash,"₹ 1,500 /day",,75.0,1575.0,standard
RES-01537,upi,800/day,BOGUS99,,840.0,eco
RES-01538,UPI,"₹ 1,500 /day",,75.0,1575.0,standard
RES-01539,upi,₹1200/day,SAVE10,,1260.0,standard
RES-01540,cash,"₹ 1,000 /day",BOGUS99,50.0,1050.0,standard
RES-01541,cash,₹ 800 /day,SAVE10,40.0,840.0,standard
RES-01542,UPI,"₹ 1,500 /day",,75.0,1575.0,premium
RES-01543,cash,1200,,60.0,1260.0,premium
RES-01544,card,₹2000/day,SAVE10,100.0,2100.0,premium
RES-01545,Card,"₹ 1,200 /day",SAVE10,60.0,1260.0,eco
RES-01546,UPI,1500/day,,75.0,1575.0,premium
RES-01547,card,₹2000/day,DISC15,,2100.0,eco
RES-01548,upi,2000/day,BOGUS99,100.0,2100.0,eco
RES-01549,Card,3000,BOGUS99,150.0,3150.0,eco
RES-01550,upi,1500,SAVE10,75.0,1575.0,eco
RES-01551,UPI,"₹ 1,000 /day",DISC15,50.0,1050.0,premium
RES-01552,Card,₹2000/day,SAVE10,100.0,2100.0,premium
RES-01553,Card,"₹ 2,000 /day",,100.0,2100.0,eco
RES-01554,wallet,800/day,DISC15,40.0,840.0,standard
RES-01555,upi,1000/day,BOGUS99,,1050.0,eco
RES-01556,Card,800/day,,40.0,840.0,premium
RES-01557,cash,1200,DISC15,,1260.0,premium
RES-01558,wallet,2500/day,,125.0,2625.0,eco
RES-01559,UPI,"₹ 3,000 /day",,150.0,3150.0,standard
RES-01560,UPI,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-01561,upi,₹3000/day,SAVE10,150.0,3150.0,premium
RES-01562,card,₹3000/day,BOGUS99,150.0,3150.0,standard
RES-01563,cash,2500/day,DISC15,125.0,2625.0,standard
RES-01564,upi,₹2500/day,SAVE10,125.0,2625.0,eco
RES-01565,cash,₹3000/day,,,3150.0,standard
RES-01566,cash,1200,BOGUS99,60.0,1260.0,eco
RES-01567,wallet,1500/day,,,1575.0,standard
RES-01568,upi,₹1200/day,BOGUS99,60.0,1260.0,standard
RES-01569,wallet,₹2500/day,DISC15,,2625.0,premium
RES-01570,card,₹1000/day,,50.0,1050.0,eco
RES-01571,wallet,800,DISC15,40.0,840.0,premium
RES-01572,cash,2000,,,2100.0,premium
RES-01573,card,"₹ 2,500 /day",DISC15,125.0,2625.0,standard
RES-01574,cash,1500,DISC15,75.0,1575.0,premium
RES-01575,card,₹1200/day,SAVE10,60.0,1260.0,standard
RES-01576,UPI,"₹ 1,500 /day",BOGUS99,,1575.0,premium
RES-01577,card,2500/day,DISC15,125.0,2625.0,standard
RES-01578,cash,"₹ 1,500 /day",,75.0,1575.0,standard
RES-01579,UPI,2500,DISC15,125.0,2625.0,eco
RES-01580,cash,₹1200/day,,,1260.0,eco
RES-01581,Card,₹1500/day,,75.0,1575.0,standard
RES-01582,UPI,2500/day,,125.0,2625.0,premium
RES-01583,wallet,1200,DISC15,60.0,1260.0,premium
RES-01584,upi,3000/day,SAVE10,150.0,3150.0,standard
RES-01585,upi,1000/day,BOGUS99,50.0,1050.0,premium
RES-01586,upi,2500/day,,125.0,2625.0,premium
RES-01587,UPI,₹2500/day,SAVE10,125.0,2625.0,premium
RES-01588,UPI,"₹ 1,200 /day",DISC15,60.0,1260.0,premium
RES-01589,Card,2000/day,,,2100.0,eco
RES-01590,wallet,1200,BOGUS99,60.0,1260.0,standard
RES-01591,Card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-01592,card,1000/day,,,1050.0,standard
RES-01593,wallet,1500/day,DISC15,75.0,1575.0,premium
RES-01594,UPI,3000,BOGUS99,150.0,3150.0,eco
RES-01595,upi,₹800/day,,40.0,840.0,premium
RES-01596,cash,800,SAVE10,40.0,840.0,premium
RES-01597,upi,₹3000/day,SAVE10,150.0,3150.0,premium
RES-01598,card,"₹ 1,200 /day",,,1260.0,premium
RES-01599,card,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium
RES-01600,card,"₹ 1,500 /day",SAVE10,,1575.0,premium
RES-01601,wallet,₹1000/day,SAVE10,50.0,1050.0,standard
RES-01602,cash,2500,SAVE10,125.0,2625.0,premium
RES-01603,cash,₹1500/day,DISC15,75.0,1575.0,eco
RES-01604,Card,1500,DISC15,75.0,1575.0,standard
RES-01605,cash,"₹ 1,000 /day",SAVE10,,1050.0,standard
RES-01606,cash,₹1000/day,DISC15,,1050.0,standard
RES-01607,wallet,"₹ 1,200 /day",,,1260.0,eco
RES-01608,upi,₹800/day,SAVE10,,840.0,eco
RES-01609,card,2000,DISC15,100.0,2100.0,eco
RES-01610,card,1500,,,1575.0,standard
RES-01611,wallet,"₹ 1,500 /day",BOGUS99,,1575.0,eco
RES-01612,cash,₹1000/day,BOGUS99,,1050.0,standard
RES-01613,cash,₹1500/day,,,1575.0,eco
RES-01614,upi,₹800/day,DISC15,40.0,840.0,standard
RES-01615,cash,2500/day,DISC15,125.0,2625.0,premium
RES-01616,wallet,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-01617,card,₹1000/day,BOGUS99,,1050.0,premium
RES-01618,Card,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard
RES-01619,card,₹1500/day,DISC15,,1575.0,standard
RES-01620,Card,1500/day,,75.0,1575.0,eco
RES-01621,card,"₹ 1,200 /day",,60.0,1260.0,premium
RES-01622,UPI,₹1200/day,,60.0,1260.0,eco
RES-01623,card,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-01624,UPI,2500,,125.0,2625.0,eco
RES-01625,upi,₹ 800 /day,DISC15,40.0,840.0,premium
RES-01626,card,₹1000/day,,50.0,1050.0,standard
RES-01627,wallet,"₹ 1,500 /day",BOGUS99,75.0,1575.0,premium
RES-01628,upi,₹1500/day,SAVE10,75.0,1575.0,eco
RES-01629,wallet,₹800/day,SAVE10,40.0,840.0,premium
RES-01630,upi,3000/day,DISC15,150.0,3150.0,standard
RES-01631,upi,₹2500/day,DISC15,125.0,2625.0,eco
RES-01632,upi,2000,DISC15,100.0,2100.0,standard
RES-01633,upi,3000/day,SAVE10,150.0,3150.0,premium
RES-01634,cash,"₹ 2,000 /day",,,2100.0,eco
RES-01635,wallet,₹2500/day,SAVE10,125.0,2625.0,eco
RES-01636,Card,1500/day,BOGUS99,75.0,1575.0,eco
RES-01637,UPI,1000,,,1050.0,premium
RES-01638,wallet,2000/day,,100.0,2100.0,eco
RES-01639,wallet,₹3000/day,,,3150.0,eco
RES-01640,card,1200/day,BOGUS99,60.0,1260.0,standard
RES-01641,Card,2500/day,SAVE10,,2625.0,eco
RES-01642,card,2500/day,BOGUS99,125.0,2625.0,eco
RES-01643,wallet,₹ 800 /day,DISC15,40.0,840.0,premium
RES-01644,wallet,₹1200/day,,60.0,1260.0,eco
RES-01645,cash,1000/day,SAVE10,,1050.0,standard
RES-01646,card,800,BOGUS99,40.0,840.0,premium
RES-01647,wallet,₹1000/day,DISC15,50.0,1050.0,standard
RES-01648,cash,₹2000/day,SAVE10,100.0,2100.0,standard
RES-01649,Card,1500/day,DISC15,,1575.0,premium
RES-01650,UPI,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-01651,upi,2000,BOGUS99,100.0,2100.0,standard
RES-01652,UPI,"₹ 1,000 /day",,50.0,1050.0,standard
RES-01653,wallet,₹1200/day,DISC15,,1260.0,standard
RES-01654,card,₹800/day,,,840.0,premium
RES-01655,wallet,1200,BOGUS99,60.0,1260.0,eco
RES-01656,UPI,₹3000/day,DISC15,,3150.0,premium
RES-01657,UPI,"₹ 1,000 /day",,50.0,1050.0,standard
